Mouse.Entrez,MGI.ID,Description
22337,103076,vitamin D receptor [Source:MGI Symbol;Acc:MGI:103076]
20908,103077,syntaxin 3 [Source:MGI Symbol;Acc:MGI:103077]
20751,103078,sepiapterin reductase [Source:MGI Symbol;Acc:MGI:103078]
19290,103079,purine rich element binding protein A [Source:MGI Symbol;Acc:MGI:103079]
18703,103080,polymeric immunoglobulin receptor [Source:MGI Symbol;Acc:MGI:103080]
17222,103097,anaphase promoting complex subunit 1 [Source:MGI Symbol;Acc:MGI:103097]
14726,103098,podoplanin [Source:MGI Symbol;Acc:MGI:103098]
12861,103099,cytochrome c oxidase subunit VIa polypeptide 1 [Source:MGI Symbol;Acc:MGI:103099]
12354,103100,carbonic anhydrase 7 [Source:MGI Symbol;Acc:MGI:103100]
14058,103107,coagulation factor X [Source:MGI Symbol;Acc:MGI:103107]
12231,103118,butyrophilin subfamily 1 member A1 [Source:MGI Symbol;Acc:MGI:103118]
20719,103123,serine (or cysteine) peptidase inhibitor clade B member 6a [Source:MGI Symbol;Acc:MGI:103123]
12022,103124,BarH-like homeobox 1 [Source:MGI Symbol;Acc:MGI:103124]
13424,103147,dynein cytoplasmic 1 heavy chain 1 [Source:MGI Symbol;Acc:MGI:103147]
22223,103149,ubiquitin carboxy-terminal hydrolase L1 [Source:MGI Symbol;Acc:MGI:103149]
20495,103150,solute carrier family 12 member 1 [Source:MGI Symbol;Acc:MGI:103150]
18830,103151,phospholipid transfer protein [Source:MGI Symbol;Acc:MGI:103151]
14405,103156,gamma-aminobutyric acid (GABA) A receptor subunit gamma 1 [Source:MGI Symbol;Acc:MGI:103156]
13419,103157,deoxyribonuclease I [Source:MGI Symbol;Acc:MGI:103157]
12700,103159,cytokine inducible SH2-containing protein [Source:MGI Symbol;Acc:MGI:103159]
12007,103163,alpha-2-glycoprotein 1 zinc [Source:MGI Symbol;Acc:MGI:103163]
20273,103169,sodium channel voltage-gated type VIII alpha [Source:MGI Symbol;Acc:MGI:103169]
14581,103170,growth factor independent 1 [Source:MGI Symbol;Acc:MGI:103170]
21408,103172,zinc finger protein 354A [Source:MGI Symbol;Acc:MGI:103172]
17528,103177,myelin protein zero [Source:MGI Symbol;Acc:MGI:103177]
22339,103178,vascular endothelial growth factor A [Source:MGI Symbol;Acc:MGI:103178]
106795,103180,transcription factor 19 [Source:MGI Symbol;Acc:MGI:103180]
20657,103181,superoxide dismutase 3 extracellular [Source:MGI Symbol;Acc:MGI:103181]
20509,103182,solute carrier family 19 (folate transporter) member 1 [Source:MGI Symbol;Acc:MGI:103182]
20184,103185,ubiquitin interaction motif containing 1 [Source:MGI Symbol;Acc:MGI:103185]
18104,103187,NAD(P)H dehydrogenase quinone 1 [Source:MGI Symbol;Acc:MGI:103187]
18028,103188,nuclear factor I/B [Source:MGI Symbol;Acc:MGI:103188]
17393,103189,matrix metallopeptidase 7 [Source:MGI Symbol;Acc:MGI:103189]
17063,103190,mucin 13 epithelial transmembrane [Source:MGI Symbol;Acc:MGI:103190]
17218,103197,minichromosome maintenance deficient 5 cell division cycle 46 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:103197]
12530,103198,cell division cycle 25A [Source:MGI Symbol;Acc:MGI:103198]
17217,103199,minichromosome maintenance deficient 4 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:103199]
11826,103201,aquaporin 1 [Source:MGI Symbol;Acc:MGI:103201]
11564,103202,adenylosuccinate lyase [Source:MGI Symbol;Acc:MGI:103202]
16365,103206,immunoresponsive gene 1 [Source:MGI Symbol;Acc:MGI:103206]
20504,103209,solute carrier family 17 (sodium phosphate) member 1 [Source:MGI Symbol;Acc:MGI:103209]
17286,103219,mesenchyme homeobox 2 [Source:MGI Symbol;Acc:MGI:103219]
17285,103220,mesenchyme homeobox 1 [Source:MGI Symbol;Acc:MGI:103220]
13506,103221,desmocollin 2 [Source:MGI Symbol;Acc:MGI:103221]
235320,103222,zinc finger and BTB domain containing 16 [Source:MGI Symbol;Acc:MGI:103222]
22346,103223,von Hippel-Lindau tumor suppressor [Source:MGI Symbol;Acc:MGI:103223]
14148,103224,ferredoxin 1 [Source:MGI Symbol;Acc:MGI:103224]
13120,103225,cytochrome P450 family 4 subfamily b polypeptide 1 [Source:MGI Symbol;Acc:MGI:103225]
12867,103226,cytochrome c oxidase subunit VIIc [Source:MGI Symbol;Acc:MGI:103226]
102642884,103226,cytochrome c oxidase subunit VIIc [Source:MGI Symbol;Acc:MGI:103226]
12763,103227,cytidine monophospho-N-acetylneuraminic acid hydroxylase [Source:MGI Symbol;Acc:MGI:103227]
14783,103232,growth factor receptor bound protein 10 [Source:MGI Symbol;Acc:MGI:103232]
15204,103234,hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 2 [Source:MGI Symbol;Acc:MGI:103234]
13636,103236,ephrin A1 [Source:MGI Symbol;Acc:MGI:103236]
13095,103238,cytochrome P450 family 2 subfamily c polypeptide 29 [Source:MGI Symbol;Acc:MGI:103238]
83383,103239,transcription factor AP4 [Source:MGI Symbol;Acc:MGI:103239]
20874,103241,STE20-like kinase [Source:MGI Symbol;Acc:MGI:103241]
13619,103248,polyhomeotic-like 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:103248]
12315,103249,calmodulin 3 [Source:MGI Symbol;Acc:MGI:103249]
12314,103250,calmodulin 2 [Source:MGI Symbol;Acc:MGI:103250]
104112,103251,ATP citrate lyase [Source:MGI Symbol;Acc:MGI:103251]
13056,103253,cytochrome b-561 [Source:MGI Symbol;Acc:MGI:103253]
19895,103254,ribose 5-phosphate isomerase A [Source:MGI Symbol;Acc:MGI:103254]
16330,103257,inositol polyphosphate-5-phosphatase B [Source:MGI Symbol;Acc:MGI:103257]
21744,103258,adenosine deaminase domain containing 1 (testis specific) [Source:MGI Symbol;Acc:MGI:103258]
22601,103262,yes-associated protein 1 [Source:MGI Symbol;Acc:MGI:103262]
17207,103263,mcf.2 transforming sequence-like [Source:MGI Symbol;Acc:MGI:103263]
16800,103264,rho/rac guanine nucleotide exchange factor (GEF) 2 [Source:MGI Symbol;Acc:MGI:103264]
14302,103265,fyn-related kinase [Source:MGI Symbol;Acc:MGI:103265]
14190,103266,fibrinogen-like protein 2 [Source:MGI Symbol;Acc:MGI:103266]
13685,103267,eukaryotic translation initiation factor 4E binding protein 1 [Source:MGI Symbol;Acc:MGI:103267]
13418,103268,DnaJ (Hsp40) homolog subfamily C member 1 [Source:MGI Symbol;Acc:MGI:103268]
21425,103270,transcription factor EB [Source:MGI Symbol;Acc:MGI:103270]
110935,103285,ATPase H+ transporting lysosomal V1 subunit B1 [Source:MGI Symbol;Acc:MGI:103285]
11975,103286,ATPase H+ transporting lysosomal V0 subunit A1 [Source:MGI Symbol;Acc:MGI:103286]
22184,103287,zinc finger (CCCH type) RNA binding motif and serine/arginine rich 2 [Source:MGI Symbol;Acc:MGI:103287]
20016,103288,polymerase (RNA) I polypeptide C [Source:MGI Symbol;Acc:MGI:103288]
19698,103289,avian reticuloendotheliosis viral (v-rel) oncogene related B [Source:MGI Symbol;Acc:MGI:103289]
19697,103290,v-rel reticuloendotheliosis viral oncogene homolog A (avian) [Source:MGI Symbol;Acc:MGI:103290]
19377,103291,retinoic acid induced 1 [Source:MGI Symbol;Acc:MGI:103291]
19331,103292,RAB19 member RAS oncogene family [Source:MGI Symbol;Acc:MGI:103292]
19249,103293,protein tyrosine phosphatase non-receptor type 13 [Source:MGI Symbol;Acc:MGI:103293]
19074,103294,proteoglycan 2 bone marrow [Source:MGI Symbol;Acc:MGI:103294]
18979,103295,paraoxonase 1 [Source:MGI Symbol;Acc:MGI:103295]
18021,103296,nuclear factor of activated T cells cytoplasmic calcineurin dependent 3 [Source:MGI Symbol;Acc:MGI:103296]
11979,103297,ATPase Cu++ transporting beta polypeptide [Source:MGI Symbol;Acc:MGI:103297]
11810,103298,apolipoprotein B mRNA editing enzyme catalytic polypeptide 1 [Source:MGI Symbol;Acc:MGI:103298]
19650,103300,retinoblastoma-like 1 (p107) [Source:MGI Symbol;Acc:MGI:103300]
12298,103301,calcium channel voltage-dependent beta 4 subunit [Source:MGI Symbol;Acc:MGI:103301]
12162,103302,bone morphogenetic protein 7 [Source:MGI Symbol;Acc:MGI:103302]
11682,103305,anaplastic lymphoma kinase [Source:MGI Symbol;Acc:MGI:103305]
21844,103306,T cell lymphoma invasion and metastasis 1 [Source:MGI Symbol;Acc:MGI:103306]
12297,103307,calcium channel voltage-dependent beta 3 subunit [Source:MGI Symbol;Acc:MGI:103307]
14252,103309,flotillin 2 [Source:MGI Symbol;Acc:MGI:103309]
19272,103310,protein tyrosine phosphatase receptor type K [Source:MGI Symbol;Acc:MGI:103310]
12725,103555,chloride channel 3 [Source:MGI Symbol;Acc:MGI:103555]
20315,103556,chemokine (C-X-C motif) ligand 12 [Source:MGI Symbol;Acc:MGI:103556]
22591,103557,xeroderma pigmentosum complementation group C [Source:MGI Symbol;Acc:MGI:103557]
20672,103559,SRY (sex determining region Y)-box 18 [Source:MGI Symbol;Acc:MGI:103559]
16646,103560,karyopherin (importin) alpha 1 [Source:MGI Symbol;Acc:MGI:103560]
16647,103561,karyopherin (importin) alpha 2 [Source:MGI Symbol;Acc:MGI:103561]
15483,103562,hydroxysteroid 11-beta dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:103562]
12511,103566,CD6 antigen [Source:MGI Symbol;Acc:MGI:103566]
12145,103567,chemokine (C-X-C motif) receptor 5 [Source:MGI Symbol;Acc:MGI:103567]
22439,103569,Kell blood group precursor (McLeod phenotype) homolog [Source:MGI Symbol;Acc:MGI:103569]
110794,103572,CCAAT/enhancer binding protein (C/EBP) epsilon [Source:MGI Symbol;Acc:MGI:103572]
218038,103574,amphiphysin [Source:MGI Symbol;Acc:MGI:103574]
21402,103575,S-phase kinase-associated protein 1A [Source:MGI Symbol;Acc:MGI:103575]
20292,103576,chemokine (C-C motif) ligand 11 [Source:MGI Symbol;Acc:MGI:103576]
15110,103577,heart and neural crest derivatives expressed transcript 1 [Source:MGI Symbol;Acc:MGI:103577]
17123,103579,mucosal vascular addressin cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:103579]
15111,103580,heart and neural crest derivatives expressed transcript 2 [Source:MGI Symbol;Acc:MGI:103580]
18198,103581,muscle skeletal receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:103581]
22592,103582,excision repair cross-complementing rodent repair deficiency complementation group 5 [Source:MGI Symbol;Acc:MGI:103582]
18861,104288,postmeiotic segregation increased 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:104288]
22174,104294,TYRO3 protein tyrosine kinase 3 [Source:MGI Symbol;Acc:MGI:104294]
20491,104295,src-like adaptor [Source:MGI Symbol;Acc:MGI:104295]
384569,104296,neuro-oncological ventral antigen 2 [Source:MGI Symbol;Acc:MGI:104296]
664883,104297,neuro-oncological ventral antigen 1 [Source:MGI Symbol;Acc:MGI:104297]
19219,104311,prostaglandin E receptor 4 (subtype EP4) [Source:MGI Symbol;Acc:MGI:104311]
18121,104327,noggin [Source:MGI Symbol;Acc:MGI:104327]
13650,104328,rhomboid family 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:104328]
12958,104336,crystallin beta A2 [Source:MGI Symbol;Acc:MGI:104336]
17921,104510,myosin VIIA [Source:MGI Symbol;Acc:MGI:104510]
22164,104511,tumor necrosis factor (ligand) superfamily member 4 [Source:MGI Symbol;Acc:MGI:104511]
22163,104512,tumor necrosis factor receptor superfamily member 4 [Source:MGI Symbol;Acc:MGI:104512]
18105,104513,NAD(P)H dehydrogenase quinone 2 [Source:MGI Symbol;Acc:MGI:104513]
12163,104515,bone morphogenetic protein 8a [Source:MGI Symbol;Acc:MGI:104515]
22626,104516,solute carrier family 23 (nucleobase transporters) member 3 [Source:MGI Symbol;Acc:MGI:104516]
22596,104517,X-ray repair complementing defective repair in Chinese hamster cells 5 [Source:MGI Symbol;Acc:MGI:104517]
21367,104518,contactin 2 [Source:MGI Symbol;Acc:MGI:104518]
17259,104526,myocyte enhancer factor 2B [Source:MGI Symbol;Acc:MGI:104526]
12309,104528,S100 calcium binding protein G [Source:MGI Symbol;Acc:MGI:104528]
17309,104532,mannoside acetylglucosaminyltransferase 3 [Source:MGI Symbol;Acc:MGI:104532]
20308,104533,chemokine (C-C motif) ligand 9 [Source:MGI Symbol;Acc:MGI:104533]
18618,104535,phosphatidylethanolamine N-methyltransferase [Source:MGI Symbol;Acc:MGI:104535]
12189,104537,breast cancer 1 [Source:MGI Symbol;Acc:MGI:104537]
103161,104539,apolipoprotein F [Source:MGI Symbol;Acc:MGI:104539]
21922,104540,C-type lectin domain family 3 member b [Source:MGI Symbol;Acc:MGI:104540]
270076,104541,glutaryl-Coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:104541]
21961,104552,tensin 1 [Source:MGI Symbol;Acc:MGI:104552]
17342,104554,microphthalmia-associated transcription factor [Source:MGI Symbol;Acc:MGI:104554]
16658,104555,v-maf musculoaponeurotic fibrosarcoma oncogene family protein B (avian) [Source:MGI Symbol;Acc:MGI:104555]
12575,104556,cyclin-dependent kinase inhibitor 1A (P21) [Source:MGI Symbol;Acc:MGI:104556]
110651,104557,ribosomal protein S6 kinase polypeptide 3 [Source:MGI Symbol;Acc:MGI:104557]
20111,104558,ribosomal protein S6 kinase polypeptide 1 [Source:MGI Symbol;Acc:MGI:104558]
19672,104559,reticulocalbin 1 [Source:MGI Symbol;Acc:MGI:104559]
18195,104560,N-ethylmaleimide sensitive fusion protein [Source:MGI Symbol;Acc:MGI:104560]
108123,104561,N-ethylmaleimide sensitive fusion protein attachment protein gamma [Source:MGI Symbol;Acc:MGI:104561]
17957,104562,N-ethylmaleimide sensitive fusion protein attachment protein beta [Source:MGI Symbol;Acc:MGI:104562]
108124,104563,N-ethylmaleimide sensitive fusion protein attachment protein alpha [Source:MGI Symbol;Acc:MGI:104563]
12577,104564,cyclin-dependent kinase inhibitor 1C (P57) [Source:MGI Symbol;Acc:MGI:104564]
12576,104565,cyclin-dependent kinase inhibitor 1B [Source:MGI Symbol;Acc:MGI:104565]
14163,104566,FYVE RhoGEF and PH domain containing 1 [Source:MGI Symbol;Acc:MGI:104566]
15163,104568,hematopoietic cell specific Lyn substrate 1 [Source:MGI Symbol;Acc:MGI:104568]
12727,104571,chloride channel 4-2 [Source:MGI Symbol;Acc:MGI:104571]
16885,104572,LIM-domain containing protein kinase [Source:MGI Symbol;Acc:MGI:104572]
19271,104574,protein tyrosine phosphatase receptor type J [Source:MGI Symbol;Acc:MGI:104574]
226413,104576,lactase [Source:MGI Symbol;Acc:MGI:104576]
16161,104579,interleukin 12 receptor beta 1 [Source:MGI Symbol;Acc:MGI:104579]
107746,104580,Rap guanine nucleotide exchange factor (GEF) 1 [Source:MGI Symbol;Acc:MGI:104580]
14696,104581,guanine nucleotide binding protein (G protein) beta 4 [Source:MGI Symbol;Acc:MGI:104581]
13859,104582,epidermal growth factor receptor pathway substrate 15-like 1 [Source:MGI Symbol;Acc:MGI:104582]
13858,104583,epidermal growth factor receptor pathway substrate 15 [Source:MGI Symbol;Acc:MGI:104583]
11468,104589,actin gamma 2 smooth muscle enteric [Source:MGI Symbol;Acc:MGI:104589]
11451,104590,acrosomal vesicle protein 1 [Source:MGI Symbol;Acc:MGI:104590]
17965,104591,neuroblastoma suppression of tumorigenicity 1 [Source:MGI Symbol;Acc:MGI:104591]
17876,104592,myelin basic protein expression factor 2 repressor [Source:MGI Symbol;Acc:MGI:104592]
16963,104593,chemokine (C motif) ligand 1 [Source:MGI Symbol;Acc:MGI:104593]
19124,104596,protein C receptor endothelial [Source:MGI Symbol;Acc:MGI:104596]
21956,104597,troponin T2 cardiac [Source:MGI Symbol;Acc:MGI:104597]
328110,104602,PRP39 pre-mRNA processing factor 39 homolog (yeast) [Source:MGI Symbol;Acc:MGI:104602]
20401,104603,SH3-domain binding protein 1 [Source:MGI Symbol;Acc:MGI:104603]
57028,104603,SH3-domain binding protein 1 [Source:MGI Symbol;Acc:MGI:104603]
19428,104605,RAS-like family 2 locus 9 [Source:MGI Symbol;Acc:MGI:104605]
19376,104606,RAB34 member RAS oncogene family [Source:MGI Symbol;Acc:MGI:104606]
16543,104611,MyoD family inhibitor domain containing [Source:MGI Symbol;Acc:MGI:104611]
12864,104614,cytochrome c oxidase subunit VIc [Source:MGI Symbol;Acc:MGI:104614]
12801,104615,cannabinoid receptor 1 (brain) [Source:MGI Symbol;Acc:MGI:104615]
12771,104616,chemokine (C-C motif) receptor 3 [Source:MGI Symbol;Acc:MGI:104616]
12770,104617,chemokine (C-C motif) receptor 1-like 1 [Source:MGI Symbol;Acc:MGI:104617]
12768,104618,chemokine (C-C motif) receptor 1 [Source:MGI Symbol;Acc:MGI:104618]
216285,104621,ALX homeobox 1 [Source:MGI Symbol;Acc:MGI:104621]
20744,104626,spermatid perinuclear RNA binding protein [Source:MGI Symbol;Acc:MGI:104626]
13518,104627,dystonin [Source:MGI Symbol;Acc:MGI:104627]
13518,104627,dystonin [Source:MGI Symbol;Acc:MGI:104627]
13518,104627,dystonin [Source:MGI Symbol;Acc:MGI:104627]
18619,104629,preproenkephalin [Source:MGI Symbol;Acc:MGI:104629]
22375,104630,tryptophanyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:104630]
22288,104631,utrophin [Source:MGI Symbol;Acc:MGI:104631]
22214,104632,ubiquitin-conjugating enzyme E2H [Source:MGI Symbol;Acc:MGI:104632]
21888,104633,transducin-like enhancer of split 4 homolog of Drosophila E(spl) [Source:MGI Symbol;Acc:MGI:104633]
21887,104634,transducin-like enhancer of split 3 homolog of Drosophila E(spl) [Source:MGI Symbol;Acc:MGI:104634]
21886,104635,transducin-like enhancer of split 2 homolog of Drosophila E(spl) [Source:MGI Symbol;Acc:MGI:104635]
21885,104636,transducin-like enhancer of split 1 homolog of Drosophila E(spl) [Source:MGI Symbol;Acc:MGI:104636]
21814,104637,transforming growth factor beta receptor III [Source:MGI Symbol;Acc:MGI:104637]
21786,104638,trefoil factor 3 intestinal [Source:MGI Symbol;Acc:MGI:104638]
19329,104640,RAB17 member RAS oncogene family [Source:MGI Symbol;Acc:MGI:104640]
19288,104641,pentraxin related gene [Source:MGI Symbol;Acc:MGI:104641]
18567,104643,programmed cell death 2 [Source:MGI Symbol;Acc:MGI:104643]
16169,104644,interleukin 15 receptor alpha chain [Source:MGI Symbol;Acc:MGI:104644]
15496,104645,hydroxy-delta-5-steroid dehydrogenase 3 beta- and steroid delta-isomerase 5 [Source:MGI Symbol;Acc:MGI:104645]
14123,104648,fibrosin [Source:MGI Symbol;Acc:MGI:104648]
12862,104649,cytochrome c oxidase subunit VIa polypeptide 2 [Source:MGI Symbol;Acc:MGI:104649]
12802,104650,cannabinoid receptor 2 (macrophage) [Source:MGI Symbol;Acc:MGI:104650]
12521,104651,CD82 antigen [Source:MGI Symbol;Acc:MGI:104651]
12345,104652,capping protein (actin filament) muscle Z-line beta [Source:MGI Symbol;Acc:MGI:104652]
67972,104653,ATPase Ca++ transporting plasma membrane 1 [Source:MGI Symbol;Acc:MGI:104653]
11921,104654,atonal homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:104654]
11698,104655,ameloblastin [Source:MGI Symbol;Acc:MGI:104655]
13388,104659,delta-like 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:104659]
19883,104661,RAR-related orphan receptor alpha [Source:MGI Symbol;Acc:MGI:104661]
18854,104662,promyelocytic leukemia [Source:MGI Symbol;Acc:MGI:104662]
16846,104663,leptin [Source:MGI Symbol;Acc:MGI:104663]
21407,104664,transcription factor 15 [Source:MGI Symbol;Acc:MGI:104664]
20652,104665,sterol O-acyltransferase 1 [Source:MGI Symbol;Acc:MGI:104665]
15366,104667,hyaluronan mediated motility receptor (RHAMM) [Source:MGI Symbol;Acc:MGI:104667]
17158,104669,mannosidase 2 alpha 1 [Source:MGI Symbol;Acc:MGI:104669]
14229,104670,FK506 binding protein 5 [Source:MGI Symbol;Acc:MGI:104670]
21418,104671,transcription factor AP-2 alpha [Source:MGI Symbol;Acc:MGI:104671]
21419,104672,transcription factor AP-2 beta [Source:MGI Symbol;Acc:MGI:104672]
19248,104673,protein tyrosine phosphatase non-receptor type 12 [Source:MGI Symbol;Acc:MGI:104673]
17156,104676,mannosidase alpha class 1A member 2 [Source:MGI Symbol;Acc:MGI:104676]
17155,104677,mannosidase 1 alpha [Source:MGI Symbol;Acc:MGI:104677]
17112,104678,transmembrane 4 superfamily member 1 [Source:MGI Symbol;Acc:MGI:104678]
15528,104680,heat shock protein 1 (chaperonin 10) [Source:MGI Symbol;Acc:MGI:104680]
15239,104681,HGF-regulated tyrosine kinase substrate [Source:MGI Symbol;Acc:MGI:104681]
14272,104683,farnesyltransferase CAAX box alpha [Source:MGI Symbol;Acc:MGI:104683]
13860,104684,epidermal growth factor receptor pathway substrate 8 [Source:MGI Symbol;Acc:MGI:104684]
13345,104685,twist basic helix-loop-helix transcription factor 2 [Source:MGI Symbol;Acc:MGI:104685]
12929,104686,v-crk sarcoma virus CT10 oncogene homolog (avian)-like [Source:MGI Symbol;Acc:MGI:104686]
12829,104687,collagen type IV alpha 4 [Source:MGI Symbol;Acc:MGI:104687]
